state,county,admission_type,discharge_destination,inpatient_days,medicare_reimbursement,patient_safety_indicator_(psi),readmissions
ALABAMA,AUTAUGA COUNTY,801.0,496.0,5.0,10449.0,0.0,18.0
ALABAMA,BALDWIN COUNTY,772.0,459.0,4.0,10975.0,0.0,15.0
ALABAMA,BARBOUR COUNTY,612.0,427.0,5.0,11736.0,0.0,15.0
ALABAMA,BIBB COUNTY,709.0,505.0,5.0,11205.0,0.0,15.0
ALABAMA,BLOUNT COUNTY,747.0,467.0,5.0,12273.0,0.0,
ALABAMA,BULLOCK COUNTY,747.0,430.0,6.0,11868.0,,
ALABAMA,BUTLER COUNTY,477.0,441.0,5.0,10917.0,0.0,15.0
ALABAMA,CALHOUN COUNTY,610.0,392.0,6.0,11095.0,0.0,16.0
ALABAMA,CHAMBERS COUNTY,289.0,408.0,6.0,12593.0,0.0,
ALABAMA,CHEROKEE COUNTY,706.0,449.0,5.0,11890.0,0.0,16.0
ALABAMA,CHILTON COUNTY,762.0,429.0,5.0,12351.0,0.0,
ALABAMA,CHOCTAW COUNTY,636.0,438.0,5.0,11951.0,,15.0
ALABAMA,CLARKE COUNTY,616.0,528.0,5.0,10528.0,,15.0
ALABAMA,CLAY COUNTY,605.0,460.0,4.0,10371.0,,15.0
ALABAMA,CLEBURNE COUNTY,699.0,448.0,6.0,12203.0,0.0,
ALABAMA,COFFEE COUNTY,595.0,413.0,4.0,10006.0,0.0,15.0
ALABAMA,COLBERT COUNTY,694.0,339.0,6.0,10456.0,0.0,15.0
ALABAMA,CONECUH COUNTY,552.0,493.0,4.0,8952.0,0.0,16.0
ALABAMA,COOSA COUNTY,653.0,458.0,5.0,12432.0,,
ALABAMA,COVINGTON COUNTY,698.0,413.0,4.0,10266.0,0.0,15.0
ALABAMA,CRENSHAW COUNTY,629.0,486.0,6.0,10525.0,,16.0
ALABAMA,CULLMAN COUNTY,823.0,398.0,5.0,11171.0,0.0,16.0
ALABAMA,DALE COUNTY,465.0,457.0,5.0,11596.0,0.0,16.0
ALABAMA,DALLAS COUNTY,834.0,454.0,5.0,12280.0,0.0,16.0
ALABAMA,DEKALB COUNTY,751.0,412.0,5.0,11551.0,0.0,15.0
ALABAMA,ELMORE COUNTY,667.0,499.0,5.0,11321.0,0.0,15.0
ALABAMA,ESCAMBIA COUNTY,716.0,451.0,4.0,10466.0,0.0,14.0
ALABAMA,ETOWAH COUNTY,779.0,422.0,5.0,10889.0,0.0,16.0
ALABAMA,FAYETTE COUNTY,614.0,358.0,5.0,11683.0,0.0,14.0
ALABAMA,FRANKLIN COUNTY,664.0,318.0,5.0,10117.0,0.0,16.0
ALABAMA,GENEVA COUNTY,538.0,413.0,5.0,11077.0,0.0,15.0
ALABAMA,GREENE COUNTY,653.0,429.0,6.0,11644.0,,16.0
ALABAMA,HALE COUNTY,687.0,412.0,5.0,11215.0,,15.0
ALABAMA,HENRY COUNTY,468.0,417.0,5.0,11305.0,0.0,
ALABAMA,HOUSTON COUNTY,499.0,445.0,5.0,10739.0,0.0,15.0
ALABAMA,JACKSON COUNTY,756.0,402.0,5.0,12238.0,0.0,14.0
ALABAMA,JEFFERSON COUNTY,802.0,454.0,6.0,13332.0,0.0,16.0
ALABAMA,LAMAR COUNTY,727.0,406.0,4.0,11126.0,0.0,
ALABAMA,LAUDERDALE COUNTY,748.0,372.0,6.0,11063.0,0.0,14.0
ALABAMA,LAWRENCE COUNTY,626.0,405.0,5.0,10068.0,0.0,15.0
ALABAMA,LEE COUNTY,369.0,465.0,6.0,12789.0,0.0,14.0
ALABAMA,LIMESTONE COUNTY,762.0,450.0,5.0,11279.0,0.0,14.0
ALABAMA,LOWNDES COUNTY,751.0,486.0,5.0,13089.0,,
ALABAMA,MACON COUNTY,433.0,534.0,6.0,13853.0,,
ALABAMA,MADISON COUNTY,833.0,457.0,5.0,10826.0,0.0,15.0
ALABAMA,MARENGO COUNTY,689.0,405.0,6.0,12287.0,,14.0
ALABAMA,MARION COUNTY,700.0,361.0,5.0,10702.0,0.0,14.0
ALABAMA,MARSHALL COUNTY,768.0,446.0,6.0,11466.0,0.0,14.0
ALABAMA,MOBILE COUNTY,768.0,484.0,6.0,12659.0,0.0,16.0
ALABAMA,MONROE COUNTY,475.0,357.0,5.0,10911.0,,14.0
ALABAMA,MONTGOMERY COUNTY,767.0,495.0,6.0,11759.0,0.0,16.0
ALABAMA,MORGAN COUNTY,600.0,397.0,6.0,10554.0,0.0,15.0
ALABAMA,PERRY COUNTY,796.0,463.0,6.0,11023.0,,
ALABAMA,PICKENS COUNTY,708.0,429.0,5.0,10642.0,0.0,
ALABAMA,PIKE COUNTY,718.0,391.0,5.0,11311.0,,16.0
ALABAMA,RANDOLPH COUNTY,640.0,477.0,5.0,13044.0,,
ALABAMA,RUSSELL COUNTY,754.0,437.0,6.0,12241.0,0.0,14.0
ALABAMA,SHELBY COUNTY,774.0,451.0,5.0,12120.0,0.0,15.0
ALABAMA,ST. CLAIR COUNTY,755.0,458.0,5.0,11925.0,0.0,17.0
ALABAMA,SUMTER COUNTY,742.0,447.0,6.0,11351.0,,15.0
ALABAMA,TALLADEGA COUNTY,678.0,465.0,5.0,11255.0,0.0,15.0
ALABAMA,TALLAPOOSA COUNTY,489.0,475.0,4.0,13052.0,0.0,14.0
ALABAMA,TUSCALOOSA COUNTY,652.0,436.0,6.0,11625.0,0.0,15.0
ALABAMA,WALKER COUNTY,765.0,446.0,5.0,11757.0,0.0,16.0
ALABAMA,WASHINGTON COUNTY,667.0,507.0,6.0,11423.0,0.0,15.0
ALABAMA,WILCOX COUNTY,706.0,491.0,5.0,11546.0,,15.0
ALABAMA,WINSTON COUNTY,695.0,380.0,5.0,10591.0,0.0,15.0
ALASKA,ALEUTIANS EAST BOROUGH,222.0,783.0,5.0,22489.0,,
ALASKA,ALEUTIANS WEST CENSUS AREA,667.0,647.0,4.0,21523.0,,
ALASKA,ANCHORAGE MUNICIPALITY,665.0,684.0,7.0,19016.0,0.0,14.0
ALASKA,BETHEL CENSUS AREA,89.0,816.0,6.0,21245.0,,14.0
ALASKA,BRISTOL BAY BOROUGH,462.0,870.0,6.0,23212.0,,
ALASKA,DENALI BOROUGH,538.0,864.0,5.0,26757.0,,
ALASKA,DILLINGHAM CENSUS AREA,107.0,883.0,5.0,27605.0,,15.0
ALASKA,FAIRBANKS NORTH STAR BOROUGH,785.0,662.0,5.0,22918.0,0.0,14.0
ALASKA,HAINES BOROUGH,554.0,778.0,6.0,23895.0,,
ALASKA,HOONAH-ANGOON CENSUS AREA,356.0,634.0,7.0,26369.0,,
ALASKA,JUNEAU CITY AND BOROUGH,724.0,698.0,6.0,23467.0,0.0,15.0
ALASKA,KENAI PENINSULA BOROUGH,699.0,640.0,5.0,21273.0,0.0,
ALASKA,KETCHIKAN GATEWAY BOROUGH,747.0,636.0,5.0,20195.0,0.0,15.0
ALASKA,KODIAK ISLAND BOROUGH,681.0,744.0,4.0,19831.0,,16.0
ALASKA,LAKE AND PENINSULA BOROUGH,95.0,829.0,5.0,22400.0,,
ALASKA,MATANUSKA-SUSITNA BOROUGH,739.0,620.0,5.0,21026.0,0.0,14.0
ALASKA,NOME CENSUS AREA,83.0,762.0,4.0,17690.0,0.0,16.0
ALASKA,NORTH SLOPE BOROUGH,90.0,770.0,5.0,28569.0,,
ALASKA,NORTHWEST ARCTIC BOROUGH,135.0,808.0,5.0,22922.0,,
ALASKA,PETERSBURG CENSUS AREA,426.0,531.0,5.0,19760.0,,
ALASKA,PRINCE OF WALES-HYDER CENSUS AREA,481.0,752.0,5.0,22968.0,,
ALASKA,SITKA CITY AND BOROUGH,140.0,696.0,4.0,19708.0,,
ALASKA,SKAGWAY MUNICIPALITY,667.0,800.0,7.0,20160.0,,
ALASKA,SOUTHEAST FAIRBANKS CENSUS AREA,729.0,698.0,6.0,23980.0,,
ALASKA,VALDEZ-CORDOVA CENSUS AREA,497.0,702.0,6.0,20909.0,,
ALASKA,WRANGELL CITY AND BOROUGH,138.0,733.0,5.0,19335.0,,
ALASKA,YUKON-KOYUKUK CENSUS AREA,698.0,748.0,5.0,26929.0,,
ARIZONA,APACHE COUNTY,408.0,707.0,5.0,15182.0,0.0,17.0
ARIZONA,COCHISE COUNTY,541.0,479.0,4.0,15285.0,0.0,16.0
ARIZONA,COCONINO COUNTY,715.0,606.0,5.0,20230.0,0.0,15.0
ARIZONA,GILA COUNTY,666.0,586.0,4.0,15001.0,0.0,15.0
ARIZONA,GRAHAM COUNTY,397.0,537.0,4.0,14430.0,,
ARIZONA,GREENLEE COUNTY,500.0,564.0,4.0,11837.0,,
ARIZONA,LA PAZ COUNTY,657.0,511.0,5.0,15791.0,0.0,
ARIZONA,MARICOPA COUNTY,706.0,525.0,5.0,13728.0,0.0,15.0
ARIZONA,MOHAVE COUNTY,734.0,480.0,5.0,15461.0,0.0,14.0
ARIZONA,NAVAJO COUNTY,602.0,636.0,4.0,17154.0,0.0,15.0
ARIZONA,PIMA COUNTY,740.0,478.0,5.0,13906.0,0.0,15.0
ARIZONA,PINAL COUNTY,697.0,556.0,5.0,13796.0,0.0,15.0
ARIZONA,SANTA CRUZ COUNTY,562.0,540.0,5.0,14611.0,,15.0
ARIZONA,YAVAPAI COUNTY,741.0,539.0,5.0,14892.0,0.0,15.0
ARIZONA,YUMA COUNTY,675.0,507.0,5.0,17070.0,0.0,14.0
ARKANSAS,ARKANSAS COUNTY,583.0,532.0,5.0,12472.0,0.0,16.0
ARKANSAS,ASHLEY COUNTY,194.0,501.0,5.0,12244.0,0.0,16.0
ARKANSAS,BAXTER COUNTY,746.0,408.0,4.0,10605.0,0.0,16.0
ARKANSAS,BENTON COUNTY,726.0,499.0,4.0,11455.0,0.0,14.0
ARKANSAS,BOONE COUNTY,573.0,529.0,4.0,12559.0,0.0,14.0
ARKANSAS,BRADLEY COUNTY,290.0,403.0,5.0,13056.0,0.0,15.0
ARKANSAS,CALHOUN COUNTY,608.0,541.0,4.0,10743.0,,
ARKANSAS,CARROLL COUNTY,572.0,557.0,4.0,11734.0,0.0,15.0
ARKANSAS,CHICOT COUNTY,272.0,394.0,5.0,12480.0,,16.0
ARKANSAS,CLARK COUNTY,683.0,460.0,5.0,12249.0,,15.0
ARKANSAS,CLAY COUNTY,498.0,450.0,5.0,9427.0,0.0,17.0
ARKANSAS,CLEBURNE COUNTY,629.0,501.0,4.0,11225.0,0.0,16.0
ARKANSAS,CLEVELAND COUNTY,588.0,495.0,5.0,12133.0,0.0,
ARKANSAS,COLUMBIA COUNTY,652.0,443.0,5.0,12042.0,0.0,16.0
ARKANSAS,CONWAY COUNTY,513.0,515.0,5.0,11988.0,0.0,16.0
ARKANSAS,CRAIGHEAD COUNTY,790.0,508.0,5.0,10551.0,0.0,16.0
ARKANSAS,CRAWFORD COUNTY,770.0,483.0,4.0,10458.0,0.0,15.0
ARKANSAS,CRITTENDEN COUNTY,738.0,481.0,5.0,13168.0,0.0,
ARKANSAS,CROSS COUNTY,634.0,479.0,5.0,9732.0,0.0,16.0
ARKANSAS,DALLAS COUNTY,582.0,507.0,4.0,13188.0,,15.0
ARKANSAS,DESHA COUNTY,486.0,463.0,4.0,10532.0,,16.0
ARKANSAS,DREW COUNTY,218.0,477.0,4.0,10142.0,0.0,16.0
ARKANSAS,FAULKNER COUNTY,679.0,488.0,5.0,11154.0,0.0,15.0
ARKANSAS,FRANKLIN COUNTY,753.0,462.0,4.0,11029.0,,15.0
ARKANSAS,FULTON COUNTY,602.0,402.0,5.0,13035.0,0.0,15.0
ARKANSAS,GARLAND COUNTY,757.0,490.0,4.0,10265.0,0.0,16.0
ARKANSAS,GRANT COUNTY,708.0,531.0,4.0,11979.0,0.0,
ARKANSAS,GREENE COUNTY,769.0,528.0,5.0,10682.0,0.0,15.0
ARKANSAS,HEMPSTEAD COUNTY,664.0,456.0,4.0,12049.0,0.0,15.0
ARKANSAS,HOT SPRING COUNTY,728.0,475.0,4.0,10337.0,0.0,15.0
ARKANSAS,HOWARD COUNTY,447.0,375.0,4.0,11762.0,,15.0
ARKANSAS,INDEPENDENCE COUNTY,695.0,422.0,5.0,12763.0,0.0,16.0
ARKANSAS,IZARD COUNTY,643.0,443.0,5.0,10955.0,0.0,15.0
ARKANSAS,JACKSON COUNTY,659.0,484.0,5.0,11093.0,0.0,
ARKANSAS,JEFFERSON COUNTY,726.0,467.0,5.0,12438.0,0.0,16.0
ARKANSAS,JOHNSON COUNTY,204.0,560.0,4.0,11310.0,,16.0
ARKANSAS,LAFAYETTE COUNTY,713.0,466.0,5.0,13170.0,,
ARKANSAS,LAWRENCE COUNTY,727.0,453.0,5.0,11540.0,0.0,15.0
ARKANSAS,LEE COUNTY,713.0,450.0,5.0,13112.0,,
ARKANSAS,LINCOLN COUNTY,520.0,439.0,4.0,11773.0,,
ARKANSAS,LITTLE RIVER COUNTY,735.0,385.0,5.0,12328.0,0.0,15.0
ARKANSAS,LOGAN COUNTY,721.0,510.0,4.0,9486.0,,15.0
ARKANSAS,LONOKE COUNTY,716.0,555.0,5.0,11812.0,0.0,
ARKANSAS,MADISON COUNTY,734.0,573.0,4.0,10838.0,0.0,
ARKANSAS,MARION COUNTY,714.0,459.0,4.0,10709.0,0.0,
ARKANSAS,MILLER COUNTY,775.0,456.0,4.0,12097.0,0.0,
ARKANSAS,MISSISSIPPI COUNTY,747.0,508.0,5.0,11395.0,0.0,16.0
ARKANSAS,MONROE COUNTY,768.0,442.0,5.0,11267.0,,
ARKANSAS,MONTGOMERY COUNTY,749.0,504.0,4.0,11382.0,,
ARKANSAS,NEVADA COUNTY,667.0,449.0,5.0,13903.0,,
ARKANSAS,NEWTON COUNTY,579.0,579.0,5.0,13267.0,,
ARKANSAS,OUACHITA COUNTY,609.0,514.0,5.0,13212.0,,15.0
ARKANSAS,PERRY COUNTY,669.0,529.0,5.0,11283.0,,
ARKANSAS,PHILLIPS COUNTY,697.0,477.0,5.0,13602.0,,16.0
ARKANSAS,PIKE COUNTY,630.0,489.0,4.0,11412.0,,
ARKANSAS,POINSETT COUNTY,858.0,491.0,5.0,9878.0,0.0,
ARKANSAS,POLK COUNTY,396.0,463.0,5.0,11287.0,,16.0
ARKANSAS,POPE COUNTY,252.0,559.0,5.0,10853.0,0.0,15.0
ARKANSAS,PRAIRIE COUNTY,708.0,438.0,4.0,12155.0,,
ARKANSAS,PULASKI COUNTY,690.0,522.0,5.0,12526.0,0.0,16.0
ARKANSAS,RANDOLPH COUNTY,698.0,467.0,5.0,11316.0,0.0,16.0
ARKANSAS,SALINE COUNTY,683.0,522.0,5.0,11198.0,0.0,17.0
ARKANSAS,SCOTT COUNTY,765.0,543.0,4.0,8013.0,,16.0
ARKANSAS,SEARCY COUNTY,636.0,417.0,5.0,10544.0,,
ARKANSAS,SEBASTIAN COUNTY,799.0,476.0,4.0,10391.0,0.0,15.0
ARKANSAS,SEVIER COUNTY,547.0,406.0,5.0,14138.0,,
ARKANSAS,SHARP COUNTY,554.0,418.0,5.0,12446.0,0.0,
ARKANSAS,ST. FRANCIS COUNTY,719.0,571.0,5.0,10560.0,0.0,16.0
ARKANSAS,STONE COUNTY,364.0,470.0,5.0,11539.0,0.0,15.0
ARKANSAS,UNION COUNTY,618.0,439.0,6.0,13462.0,0.0,14.0
ARKANSAS,VAN BUREN COUNTY,604.0,490.0,5.0,11230.0,0.0,15.0
ARKANSAS,WASHINGTON COUNTY,749.0,532.0,4.0,11431.0,0.0,13.0
ARKANSAS,WHITE COUNTY,805.0,490.0,4.0,11139.0,0.0,18.0
ARKANSAS,WOODRUFF COUNTY,831.0,402.0,4.0,9585.0,,
ARKANSAS,YELL COUNTY,541.0,521.0,4.0,9026.0,0.0,15.0
CALIFORNIA,ALAMEDA COUNTY,679.0,369.0,5.0,22799.0,0.0,16.0
CALIFORNIA,ALPINE COUNTY,762.0,556.0,8.0,19314.0,,
CALIFORNIA,AMADOR COUNTY,547.0,405.0,4.0,20856.0,0.0,14.0
CALIFORNIA,BUTTE COUNTY,509.0,549.0,5.0,14502.0,0.0,18.0
CALIFORNIA,CALAVERAS COUNTY,682.0,424.0,5.0,21561.0,0.0,15.0
CALIFORNIA,COLUSA COUNTY,369.0,487.0,4.0,18994.0,0.0,
CALIFORNIA,CONTRA COSTA COUNTY,658.0,392.0,5.0,21063.0,9.0,15.0
CALIFORNIA,DEL NORTE COUNTY,555.0,549.0,5.0,20766.0,,15.0
CALIFORNIA,EL DORADO COUNTY,503.0,521.0,4.0,19058.0,0.0,15.0
CALIFORNIA,FRESNO COUNTY,814.0,398.0,6.0,16380.0,0.0,17.0
CALIFORNIA,GLENN COUNTY,720.0,477.0,4.0,14833.0,0.0,15.0
CALIFORNIA,HUMBOLDT COUNTY,771.0,602.0,5.0,18896.0,0.0,13.0
CALIFORNIA,IMPERIAL COUNTY,735.0,435.0,6.0,18296.0,0.0,16.0
CALIFORNIA,INYO COUNTY,317.0,525.0,4.0,27825.0,,16.0
CALIFORNIA,KERN COUNTY,713.0,481.0,5.0,17962.0,0.0,16.0
CALIFORNIA,KINGS COUNTY,807.0,359.0,5.0,16557.0,0.0,16.0
CALIFORNIA,LAKE COUNTY,515.0,460.0,5.0,26140.0,0.0,14.0
CALIFORNIA,LASSEN COUNTY,731.0,592.0,5.0,17101.0,0.0,16.0
CALIFORNIA,LOS ANGELES COUNTY,693.0,399.0,5.0,18762.0,1.0,16.0
CALIFORNIA,MADERA COUNTY,787.0,435.0,6.0,17206.0,0.0,15.0
CALIFORNIA,MARIN COUNTY,511.0,434.0,5.0,20682.0,0.0,15.0
CALIFORNIA,MARIPOSA COUNTY,681.0,466.0,5.0,19143.0,0.0,17.0
CALIFORNIA,MENDOCINO COUNTY,518.0,549.0,5.0,21536.0,0.0,14.0
CALIFORNIA,MERCED COUNTY,763.0,455.0,5.0,19120.0,0.0,16.0
CALIFORNIA,MODOC COUNTY,598.0,623.0,6.0,17650.0,,16.0
CALIFORNIA,MONO COUNTY,601.0,682.0,4.0,24603.0,,16.0
CALIFORNIA,MONTEREY COUNTY,836.0,446.0,5.0,20930.0,0.0,15.0
CALIFORNIA,NAPA COUNTY,734.0,408.0,4.0,20757.0,0.0,15.0
CALIFORNIA,NEVADA COUNTY,691.0,452.0,5.0,19100.0,0.0,14.0
CALIFORNIA,ORANGE COUNTY,499.0,365.0,5.0,17426.0,0.0,16.0
CALIFORNIA,PLACER COUNTY,542.0,424.0,5.0,17931.0,0.0,14.0
CALIFORNIA,PLUMAS COUNTY,719.0,586.0,5.0,16740.0,0.0,16.0
CALIFORNIA,RIVERSIDE COUNTY,640.0,442.0,5.0,18039.0,0.0,16.0
CALIFORNIA,SACRAMENTO COUNTY,446.0,432.0,5.0,20146.0,0.0,15.0
CALIFORNIA,SAN BENITO COUNTY,810.0,499.0,4.0,21051.0,0.0,
CALIFORNIA,SAN BERNARDINO COUNTY,755.0,466.0,5.0,18050.0,0.0,16.0
CALIFORNIA,SAN DIEGO COUNTY,544.0,454.0,5.0,17866.0,0.0,15.0
CALIFORNIA,SAN FRANCISCO COUNTY,679.0,387.0,6.0,28188.0,0.0,16.0
CALIFORNIA,SAN JOAQUIN COUNTY,645.0,412.0,5.0,20330.0,0.0,16.0
CALIFORNIA,SAN LUIS OBISPO COUNTY,673.0,372.0,5.0,16922.0,0.0,14.0
CALIFORNIA,SAN MATEO COUNTY,641.0,416.0,5.0,23137.0,0.0,15.0
CALIFORNIA,SANTA BARBARA COUNTY,745.0,444.0,5.0,18567.0,0.0,15.0
CALIFORNIA,SANTA CLARA COUNTY,734.0,398.0,5.0,24404.0,0.0,16.0
CALIFORNIA,SANTA CRUZ COUNTY,632.0,398.0,5.0,21865.0,0.0,15.0
CALIFORNIA,SHASTA COUNTY,543.0,464.0,5.0,17615.0,0.0,15.0
CALIFORNIA,SIERRA COUNTY,778.0,514.0,5.0,14963.0,,
CALIFORNIA,SISKIYOU COUNTY,351.0,672.0,5.0,20737.0,0.0,15.0
CALIFORNIA,SOLANO COUNTY,701.0,432.0,5.0,21279.0,0.0,15.0
CALIFORNIA,SONOMA COUNTY,653.0,413.0,5.0,21411.0,0.0,14.0
CALIFORNIA,STANISLAUS COUNTY,609.0,439.0,5.0,17854.0,0.0,15.0
CALIFORNIA,SUTTER COUNTY,656.0,447.0,6.0,20863.0,0.0,16.0
CALIFORNIA,TEHAMA COUNTY,504.0,467.0,4.0,17761.0,0.0,15.0
CALIFORNIA,TRINITY COUNTY,435.0,561.0,5.0,18880.0,0.0,15.0
CALIFORNIA,TULARE COUNTY,727.0,445.0,6.0,17900.0,0.0,14.0
CALIFORNIA,TUOLUMNE COUNTY,705.0,513.0,4.0,20063.0,0.0,16.0
CALIFORNIA,VENTURA COUNTY,646.0,417.0,5.0,17344.0,0.0,16.0
CALIFORNIA,YOLO COUNTY,405.0,435.0,5.0,20155.0,0.0,14.0
CALIFORNIA,YUBA COUNTY,651.0,435.0,6.0,19725.0,0.0,16.0
COLORADO,ADAMS COUNTY,753.0,507.0,5.0,15441.0,0.0,15.0
COLORADO,ALAMOSA COUNTY,560.0,468.0,5.0,14555.0,,15.0
COLORADO,ARAPAHOE COUNTY,785.0,482.0,5.0,15218.0,0.0,15.0
COLORADO,ARCHULETA COUNTY,529.0,599.0,4.0,16851.0,,15.0
COLORADO,BACA COUNTY,672.0,448.0,4.0,10971.0,,14.0
COLORADO,BENT COUNTY,716.0,442.0,5.0,18443.0,,
COLORADO,BOULDER COUNTY,698.0,507.0,4.0,14603.0,0.0,15.0
COLORADO,BROOMFIELD COUNTY,699.0,496.0,4.0,15021.0,,
COLORADO,CHAFFEE COUNTY,617.0,538.0,4.0,16454.0,0.0,14.0
COLORADO,CHEYENNE COUNTY,349.0,705.0,4.0,18775.0,,
COLORADO,CLEAR CREEK COUNTY,742.0,578.0,4.0,14724.0,,
COLORADO,CONEJOS COUNTY,549.0,566.0,5.0,16312.0,,15.0
COLORADO,COSTILLA COUNTY,593.0,617.0,5.0,13971.0,,
COLORADO,CROWLEY COUNTY,617.0,519.0,5.0,15367.0,,
COLORADO,CUSTER COUNTY,546.0,562.0,4.0,15323.0,,
COLORADO,DELTA COUNTY,725.0,566.0,5.0,13454.0,,15.0
COLORADO,DENVER COUNTY,786.0,494.0,5.0,16187.0,0.0,16.0
COLORADO,DOLORES COUNTY,237.0,789.0,5.0,19225.0,,
COLORADO,DOUGLAS COUNTY,742.0,509.0,4.0,14397.0,0.0,14.0
COLORADO,EAGLE COUNTY,633.0,662.0,4.0,20843.0,0.0,14.0
COLORADO,EL PASO COUNTY,713.0,476.0,4.0,13347.0,0.0,14.0
COLORADO,ELBERT COUNTY,702.0,538.0,4.0,14187.0,,
COLORADO,FREMONT COUNTY,650.0,481.0,4.0,13645.0,0.0,
COLORADO,GARFIELD COUNTY,664.0,638.0,5.0,17815.0,0.0,15.0
COLORADO,GILPIN COUNTY,612.0,597.0,4.0,15522.0,,
COLORADO,GRAND COUNTY,422.0,637.0,4.0,16074.0,0.0,15.0
COLORADO,GUNNISON COUNTY,737.0,636.0,4.0,15526.0,,16.0
COLORADO,HINSDALE COUNTY,692.0,704.0,4.0,16463.0,,
COLORADO,HUERFANO COUNTY,525.0,496.0,6.0,21229.0,,15.0
COLORADO,JACKSON COUNTY,615.0,763.0,3.0,17555.0,,
COLORADO,JEFFERSON COUNTY,748.0,506.0,5.0,14446.0,0.0,15.0
COLORADO,KIOWA COUNTY,492.0,617.0,4.0,19199.0,,15.0
COLORADO,KIT CARSON COUNTY,216.0,576.0,5.0,16812.0,,15.0
COLORADO,LA PLATA COUNTY,612.0,526.0,4.0,17644.0,0.0,13.0
COLORADO,LAKE COUNTY,478.0,589.0,4.0,16321.0,,16.0
COLORADO,LARIMER COUNTY,714.0,497.0,4.0,13999.0,0.0,13.0
COLORADO,LAS ANIMAS COUNTY,480.0,507.0,5.0,15581.0,,14.0
COLORADO,LINCOLN COUNTY,271.0,526.0,4.0,14458.0,,16.0
COLORADO,LOGAN COUNTY,714.0,521.0,4.0,18237.0,,15.0
COLORADO,MESA COUNTY,727.0,580.0,4.0,15253.0,0.0,14.0
COLORADO,MINERAL COUNTY,457.0,727.0,3.0,10077.0,,
COLORADO,MOFFAT COUNTY,621.0,650.0,4.0,19124.0,,15.0
COLORADO,MONTEZUMA COUNTY,396.0,628.0,5.0,19467.0,,14.0
COLORADO,MONTROSE COUNTY,760.0,609.0,4.0,14591.0,0.0,14.0
COLORADO,MORGAN COUNTY,710.0,508.0,5.0,14700.0,,15.0
COLORADO,OTERO COUNTY,646.0,537.0,5.0,17449.0,,
COLORADO,OURAY COUNTY,626.0,681.0,4.0,15794.0,,
COLORADO,PARK COUNTY,689.0,632.0,4.0,14475.0,,
COLORADO,PHILLIPS COUNTY,541.0,425.0,4.0,14509.0,,16.0
COLORADO,PITKIN COUNTY,554.0,701.0,5.0,26940.0,,16.0
COLORADO,PROWERS COUNTY,684.0,574.0,4.0,14008.0,,15.0
COLORADO,PUEBLO COUNTY,676.0,496.0,5.0,14666.0,0.0,14.0
COLORADO,RIO BLANCO COUNTY,603.0,641.0,3.0,22629.0,,15.0
COLORADO,RIO GRANDE COUNTY,619.0,609.0,4.0,10297.0,,16.0
COLORADO,ROUTT COUNTY,616.0,590.0,3.0,18979.0,0.0,15.0
COLORADO,SAGUACHE COUNTY,570.0,582.0,4.0,13402.0,,
COLORADO,SAN MIGUEL COUNTY,635.0,676.0,5.0,17596.0,,
COLORADO,SEDGWICK COUNTY,649.0,588.0,4.0,11518.0,,15.0
COLORADO,SUMMIT COUNTY,460.0,623.0,4.0,15196.0,,14.0
COLORADO,TELLER COUNTY,648.0,539.0,5.0,15251.0,0.0,15.0
COLORADO,WASHINGTON COUNTY,590.0,585.0,4.0,18619.0,,
COLORADO,WELD COUNTY,740.0,497.0,5.0,14748.0,0.0,15.0
COLORADO,YUMA COUNTY,300.0,595.0,4.0,20316.0,,15.0
CONNECTICUT,FAIRFIELD COUNTY,918.0,366.0,7.0,17141.0,,17.0
CONNECTICUT,HARTFORD COUNTY,707.0,385.0,6.0,19373.0,0.0,16.0
CONNECTICUT,LITCHFIELD COUNTY,759.0,396.0,4.0,14558.0,,16.0
CONNECTICUT,MIDDLESEX COUNTY,441.0,324.0,4.0,11215.0,,16.0
CONNECTICUT,NEW HAVEN COUNTY,1000.0,515.0,12.0,25874.0,,16.0
CONNECTICUT,NEW LONDON COUNTY,799.0,469.0,6.0,14091.0,,15.0
CONNECTICUT,TOLLAND COUNTY,850.0,367.0,4.0,14759.0,,16.0
CONNECTICUT,WINDHAM COUNTY,781.0,406.0,6.0,15371.0,,17.0
DELAWARE,KENT COUNTY,823.0,411.0,6.0,15383.0,0.0,15.0
DELAWARE,NEW CASTLE COUNTY,823.0,409.0,6.0,15517.0,0.0,15.0
DELAWARE,SUSSEX COUNTY,332.0,428.0,5.0,15356.0,0.0,14.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,849.0,477.0,7.0,20288.0,0.0,15.0
FLORIDA,ALACHUA COUNTY,829.0,468.0,5.0,13413.0,0.0,17.0
FLORIDA,BAKER COUNTY,645.0,458.0,5.0,13802.0,0.0,15.0
FLORIDA,BAY COUNTY,809.0,472.0,4.0,11829.0,0.0,16.0
FLORIDA,BRADFORD COUNTY,839.0,475.0,5.0,12312.0,0.0,
FLORIDA,BREVARD COUNTY,829.0,418.0,5.0,11345.0,0.0,15.0
FLORIDA,BROWARD COUNTY,830.0,411.0,5.0,13672.0,3.0,17.0
FLORIDA,CALHOUN COUNTY,722.0,443.0,5.0,10538.0,,16.0
FLORIDA,CHARLOTTE COUNTY,787.0,431.0,5.0,11039.0,0.0,16.0
FLORIDA,CITRUS COUNTY,815.0,482.0,4.0,12092.0,0.0,16.0
